,Model,MPG,Cylinders,Displacement,Horsepower,Weight,Acceleration,Year,Origin,dim1,dim2
296,cadillac eldorado,23,8,350,125,3900,17.4,79,US,0.626038403618114,-0.320696955869105
297,peugeot 504,27.2,4,141,71,3190,24.8,79,Europe,-0.905812898425898,0.73438469392458
298,oldsmobile cutlass salon brougham,23.9,8,260,90,3420,22.2,79,US,0.674082882199112,-0.055816001364102
299,plymouth horizon,34.2,4,105,70,2200,13.2,79,US,0.096911200884072,-0.202600314806847
300,plymouth horizon tc3,34.5,4,105,70,2150,14.9,79,US,-0.132638921764632,-0.058098634170199
301,datsun 210,31.8,4,85,65,2020,19.2,79,Japan,-1.06651720907403,-0.566540867526499
302,fiat strada custom,37.3,4,91,69,2130,14.7,79,Europe,-1.01789599234729,0.706361834808197
303,buick skylark limited,28.4,4,151,90,2670,16,79,US,-0.014803699592052,-0.353693238448712
304,chevrolet citation,28.8,6,173,115,2595,11.3,79,US,0.429019276602508,-0.16545209982216
305,oldsmobile omega brougham,26.8,6,173,115,2700,12.9,79,US,0.204858307889815,0.058770411611579
306,pontiac phoenix,33.5,4,151,90,2556,13.2,79,US,0.059302087783391,-0.230723307181207
307,vw rabbit,41.5,4,98,76,2144,14.7,80,Europe,-0.955252788178131,0.59357118175095
308,toyota corolla tercel,38.1,4,89,60,1968,18.8,80,Japan,-0.992883179279325,-0.551160232195595
309,chevrolet chevette,32.1,4,98,70,2120,15.5,80,US,0.051251952953054,-0.023751930391269
310,datsun 310,37.2,4,86,65,2019,16.4,80,Japan,-1.13275846876537,-0.695584104083209
311,chevrolet citation,28,4,151,90,2678,16.5,80,US,-0.031361157608684,-0.293135606201447
312,ford fairmont,26.4,4,140,88,2870,18.1,80,US,0.115207102003869,-0.101543837149884
313,amc concord,24.3,4,151,90,3003,20.1,80,US,-0.062526566425539,-0.013474380229155
314,dodge aspen,19.1,6,225,90,3381,18.7,80,US,0.366204456745864,-0.194144872548982
315,audi 4000,34.3,4,97,78,2188,15.8,80,Europe,-0.783029446213044,0.490159457509694
316,toyota corona liftback,29.8,4,134,90,2711,15.5,80,Japan,-1.01824553725514,-0.463355633301446
317,mazda 626,31.3,4,120,75,2542,17.5,80,Japan,-0.982190667619748,-0.815159946036336
318,datsun 510 hatchback,37,4,119,92,2434,15,80,Japan,-0.951806161790896,-0.45485724468839
319,toyota corolla,32.2,4,108,75,2265,15.2,80,Japan,-0.952642365125868,-0.683424472521894
320,mazda glc,46.6,4,86,65,2110,17.9,80,Japan,-1.18631816055174,-0.81634504476057
321,dodge colt,27.9,4,156,105,2800,14.4,80,US,0.091465690780762,-0.095516168366827
322,datsun 210,40.8,4,85,65,2110,19.2,80,Japan,-1.21103549615834,-0.52325540749258
323,vw rabbit c (diesel),44.3,4,90,48,2085,21.7,80,Europe,-1.05348040321057,0.763725981351047
324,vw dasher (diesel),43.4,4,90,48,2335,23.7,80,Europe,-0.93118725583924,0.895449909786075
325,audi 5000s (diesel),36.4,5,121,67,2950,19.9,80,Europe,-0.935219832298631,0.553936055246604
326,mercedes-benz 240d,30,4,146,67,3250,21.8,80,Europe,-0.918869928357336,0.635731393129648
327,honda civic 1500 gl,44.6,4,91,67,1850,13.8,80,Japan,-1.17639524436466,-0.412353498131655
328,subaru dl,33.8,4,97,67,2145,18,80,Japan,-1.05071965070719,-0.74450428939979
329,vokswagen rabbit,29.8,4,89,62,1845,15.3,80,Europe,-0.909172232330662,0.660213191573014
330,datsun 280-zx,32.7,6,168,132,2910,11.4,80,Japan,-0.532441652166368,-0.469423695686878
331,mazda rx-7 gs,23.7,3,70,100,2420,12.5,80,Japan,-1.11428200992451,-0.479397156599238
332,triumph tr7 coupe,35,4,122,88,2500,15.1,80,Europe,-0.997423796237322,0.83411746813865
333,honda accord,32.4,4,107,72,2290,17,80,Japan,-1.10109504590294,-0.698725321441159
334,plymouth reliant,27.2,4,135,84,2490,15.7,81,US,-0.062897174836584,-0.122833936900255
335,buick skylark,26.6,4,151,84,2635,16.4,81,US,0.081282157035805,-0.081156774090607
336,dodge aries wagon (sw),25.8,4,156,92,2620,14.4,81,US,0.093884157631137,-0.078410170703292
337,chevrolet citation,23.5,6,173,110,2725,12.6,81,US,0.37007022511466,0.064328129650972
338,plymouth reliant,30,4,135,84,2385,12.9,81,US,0.137863056435755,-0.288817808287364
339,toyota starlet,39.1,4,79,58,1755,16.9,81,Japan,-1.01441974805958,-0.494168317214278
340,plymouth champ,39,4,86,64,1875,16.4,81,US,-0.073165164896663,-0.01640602112375
341,honda civic 1300,35.1,4,81,60,1760,16.1,81,Japan,-1.06418984596075,-0.433682557758741
342,subaru,32.3,4,97,67,2065,17.8,81,Japan,-1.08409910321537,-0.710631813917378
343,datsun 210 mpg,37,4,85,65,1975,19.4,81,Japan,-1.03656378945808,-0.689648191260435
344,toyota tercel,37.7,4,89,62,2050,17.3,81,Japan,-1.19585756294263,-0.60799119105306
345,mazda glc 4,34.1,4,91,68,1985,16,81,Japan,-0.944128302660729,-0.783908976564088
346,plymouth horizon 4,34.7,4,105,63,2215,14.9,81,US,-0.067156621378281,-0.035000149199979
347,ford escort 4w,34.4,4,98,65,2045,16.2,81,US,-0.1398912761905,-0.321252238358243
348,ford escort 2h,29.9,4,98,65,2380,20.7,81,US,0.05715969253844,-0.032164288819551
349,volkswagen jetta,33,4,105,74,2190,14.2,81,Europe,-0.866150202353343,0.685266314811489
350,renault 18i,34.5,4,100,57,2320,15.8,81,Europe,-0.915707188090751,0.940313822641539
351,honda prelude,33.7,4,107,75,2210,14.4,81,Japan,-0.874133960471796,-0.468100890359321
352,toyota corolla,32.4,4,108,75,2350,16.8,81,Japan,-1.09182032189005,-0.554776137417548
353,datsun 200sx,32.9,4,119,100,2615,14.8,81,Japan,-0.830315745568562,-0.699067640076093
354,mazda 626,31.6,4,120,74,2635,18.3,81,Japan,-0.870654744025711,-0.709606436512826
355,peugeot 505s turbo diesel,28.1,4,141,80,3230,20.4,81,Europe,-0.744973877573124,0.692037616653538
356,volvo diesel,30.7,6,145,76,3160,19.6,81,Europe,-0.748165590533506,0.5471295509341
357,toyota cressida,25.4,6,168,116,2900,12.6,81,Japan,-0.752344914455158,-0.39918879200359
358,datsun 810 maxima,24.2,6,146,120,2930,13.8,81,Japan,-0.622362498300713,-0.461842936675007
359,buick century,22.4,6,231,110,3415,15.8,81,US,0.383163107234837,-0.290802341616365
360,oldsmobile cutlass ls,26.6,8,350,105,3725,19,81,US,0.646542983491143,0.053890833722917
361,ford granada gl,20.2,6,200,88,3060,17.1,81,US,0.438731984427524,0.050098678589132
362,chrysler lebaron salon,17.6,6,225,85,3465,16.6,81,US,0.369235893074607,0.064680783756536
363,chevrolet cavalier,28,4,112,88,2605,19.6,82,US,-0.10247407694679,-0.075822083055736
364,chevrolet cavalier wagon,27,4,112,88,2640,18.6,82,US,-0.041532079705236,-0.192547699990355
365,chevrolet cavalier 2-door,34,4,112,88,2395,18,82,US,0.074679974238143,-0.244181262843531
366,pontiac j2000 se hatchback,31,4,112,85,2575,16.2,82,US,0.107711272846342,-0.187223252737626
367,dodge aries se,29,4,135,84,2525,16,82,US,0.065365627887048,-0.308039560579998
368,pontiac phoenix,27,4,151,90,2735,18,82,US,-0.018359011618057,-0.002512214771454
369,ford fairmont futura,24,4,140,92,2865,16.4,82,US,-0.055971013026515,-0.314674771033851
370,amc concord dl,23,4,151,88,3035,20.5,82,US,0.171969393144346,-0.14097355930214
371,volkswagen rabbit l,36,4,105,74,1980,15.3,82,Europe,-1.04710846577962,0.472727282805182
372,mazda glc custom l,37,4,91,68,2025,18.2,82,Japan,-1.1494404718122,-0.705504587075157
373,mazda glc custom,31,4,91,68,1970,17.6,82,Japan,-1.04913552491038,-0.653095677331173
374,plymouth horizon miser,38,4,105,63,2125,14.7,82,US,-0.043077875552604,-0.345707391958023
375,mercury lynx l,36,4,98,70,2125,17.3,82,US,-0.206137891868266,-0.290339872546433
376,nissan stanza xe,36,4,120,88,2160,14.5,82,Japan,-1.04527787319732,-0.837816597425356
377,honda accord,36,4,107,75,2205,14.5,82,Japan,-0.942314876381808,-0.909899667642403
378,toyota corolla,34,4,108,70,2245,16.9,82,Japan,-1.04509420634534,-0.869989851463106
379,honda civic,38,4,91,67,1965,15,82,Japan,-1.19540641770508,-0.500783192265057
380,honda civic (auto),32,4,91,67,1965,15.7,82,Japan,-0.959275168155627,-0.6947243161484
381,datsun 310 gx,38,4,91,67,1995,16.2,82,Japan,-0.990625273884974,-0.921445671831352
382,buick century limited,25,6,181,110,2945,16.4,82,US,0.141167941934583,-0.142437532722467
383,oldsmobile cutlass ciera (diesel),38,6,262,85,3015,17,82,US,0.308574931772011,-0.408833637077276
384,chrysler lebaron medallion,26,4,156,92,2585,14.5,82,US,0.075963706903237,-0.007862033577279
385,ford granada l,22,6,232,112,2835,14.7,82,US,0.271137778895827,-0.224596966392567
386,toyota celica gt,32,4,144,96,2665,13.9,82,Japan,-0.995478337088823,-0.874975568497483
387,dodge charger 2.2,36,4,135,84,2370,13,82,US,-0.099535290175369,-0.165949091622267
388,chevrolet camaro,27,4,151,90,2950,17.3,82,US,0.065861501775103,-0.316991671603737
389,ford mustang gl,27,4,140,86,2790,15.6,82,US,-0.049732168570206,-0.217154390624387
390,vw pickup,44,4,97,52,2130,24.6,82,Europe,-1.18081814305941,0.711091496355073
391,dodge rampage,32,4,135,84,2295,11.6,82,US,-0.031921502911408,-0.238233593328585
392,ford ranger,28,4,120,79,2625,18.6,82,US,-0.069129560155417,-0.149649535213818
393,chevy s-10,31,4,119,82,2720,19.4,82,US,-0.16131088585134,-0.011837608050484
