,Model,MPG,Cylinders,Displacement,Horsepower,Weight,Acceleration,Year,Origin,dim1,dim2
296,cadillac eldorado,23,8,350,125,3900,17.4,79,US,0.606654274650066,-0.636717881609163
297,peugeot 504,27.2,4,141,71,3190,24.8,79,Europe,-0.562937947306811,-0.190352343165653
298,oldsmobile cutlass salon brougham,23.9,8,260,90,3420,22.2,79,US,0.132440113553352,-0.285618248475517
299,plymouth horizon,34.2,4,105,70,2200,13.2,79,US,-0.476922301237109,0.115899551042054
300,plymouth horizon tc3,34.5,4,105,70,2150,14.9,79,US,-0.583428178941585,-0.153665510932858
301,datsun 210,31.8,4,85,65,2020,19.2,79,Japan,-0.724881667285922,-0.224852993806997
302,fiat strada custom,37.3,4,91,69,2130,14.7,79,Europe,-0.696666315320256,-0.016924184634201
303,buick skylark limited,28.4,4,151,90,2670,16,79,US,-0.368878437824666,-0.02640861255758
304,chevrolet citation,28.8,6,173,115,2595,11.3,79,US,-0.132752356675965,-0.124272459755848
305,oldsmobile omega brougham,26.8,6,173,115,2700,12.9,79,US,-0.086268849535964,-0.351446140869323
306,pontiac phoenix,33.5,4,151,90,2556,13.2,79,US,-0.444801609266884,-0.089326804030884
307,vw rabbit,41.5,4,98,76,2144,14.7,80,Europe,-0.810567950111192,-0.395699371134276
308,toyota corolla tercel,38.1,4,89,60,1968,18.8,80,Japan,-0.824127370041242,0.045082581762489
309,chevrolet chevette,32.1,4,98,70,2120,15.5,80,US,-0.693611375889619,-0.375550877037916
310,datsun 310,37.2,4,86,65,2019,16.4,80,Japan,-0.543091801338924,-0.194335369365316
311,chevrolet citation,28,4,151,90,2678,16.5,80,US,-0.291565037581572,-0.351893814662361
312,ford fairmont,26.4,4,140,88,2870,18.1,80,US,-0.521474844092679,0.000808182713304
313,amc concord,24.3,4,151,90,3003,20.1,80,US,-0.29109593095438,-0.181978258616827
314,dodge aspen,19.1,6,225,90,3381,18.7,80,US,-0.02537774889864,-0.293697703942501
315,audi 4000,34.3,4,97,78,2188,15.8,80,Europe,-0.473645117893948,-0.069963079196695
316,toyota corona liftback,29.8,4,134,90,2711,15.5,80,Japan,-0.442967712877427,-0.269444699051145
317,mazda 626,31.3,4,120,75,2542,17.5,80,Japan,-0.58628227729329,-0.057191083807599
318,datsun 510 hatchback,37,4,119,92,2434,15,80,Japan,-0.610880228628013,-0.04887412601119
319,toyota corolla,32.2,4,108,75,2265,15.2,80,Japan,-0.493930548873867,-0.046646907816515
320,mazda glc,46.6,4,86,65,2110,17.9,80,Japan,-0.767999796232869,-0.198762405039274
321,dodge colt,27.9,4,156,105,2800,14.4,80,US,-0.19953041388417,-0.264979041367493
322,datsun 210,40.8,4,85,65,2110,19.2,80,Japan,-0.872779026620573,-0.152104676950178
323,vw rabbit c (diesel),44.3,4,90,48,2085,21.7,80,Europe,-0.684737409193883,0.016609395134923
324,vw dasher (diesel),43.4,4,90,48,2335,23.7,80,Europe,-0.674081348351837,-0.215258730046542
325,audi 5000s (diesel),36.4,5,121,67,2950,19.9,80,Europe,-0.408779465158165,-0.385460552161909
326,mercedes-benz 240d,30,4,146,67,3250,21.8,80,Europe,-0.55694897805395,-0.015395549087695
327,honda civic 1500 gl,44.6,4,91,67,1850,13.8,80,Japan,-0.680340190530016,-0.140037641488845
328,subaru dl,33.8,4,97,67,2145,18,80,Japan,-0.584612667409002,-0.219121653556344
329,vokswagen rabbit,29.8,4,89,62,1845,15.3,80,Europe,-0.534548678912228,-0.021985023769735
330,datsun 280-zx,32.7,6,168,132,2910,11.4,80,Japan,-0.154565856071362,-0.207023213726921
331,mazda rx-7 gs,23.7,3,70,100,2420,12.5,80,Japan,-0.698991768460272,-0.033618772039395
332,triumph tr7 coupe,35,4,122,88,2500,15.1,80,Europe,-0.420656038010029,-0.459109761889771
333,honda accord,32.4,4,107,72,2290,17,80,Japan,-0.560788231310002,-0.164784315012493
334,plymouth reliant,27.2,4,135,84,2490,15.7,81,US,-0.334890329704327,-0.161006105658133
335,buick skylark,26.6,4,151,84,2635,16.4,81,US,-0.378013488694329,-0.493794065491173
336,dodge aries wagon (sw),25.8,4,156,92,2620,14.4,81,US,-0.261428674186581,-0.177654157385707
337,chevrolet citation,23.5,6,173,110,2725,12.6,81,US,-0.032273349921759,-0.337237192080738
338,plymouth reliant,30,4,135,84,2385,12.9,81,US,-0.383791609539728,-0.449799257607242
339,toyota starlet,39.1,4,79,58,1755,16.9,81,Japan,-0.890841220005537,-0.165984187257171
340,plymouth champ,39,4,86,64,1875,16.4,81,US,-0.816409224644197,-0.328769156373498
341,honda civic 1300,35.1,4,81,60,1760,16.1,81,Japan,-0.776964056344138,-0.170835181754382
342,subaru,32.3,4,97,67,2065,17.8,81,Japan,-0.722350397739466,-0.139086967908465
343,datsun 210 mpg,37,4,85,65,1975,19.4,81,Japan,-0.668443215418803,-0.004304442087487
344,toyota tercel,37.7,4,89,62,2050,17.3,81,Japan,-0.720426977143867,-0.441111774907926
345,mazda glc 4,34.1,4,91,68,1985,16,81,Japan,-0.790958730646211,-0.074860037579512
346,plymouth horizon 4,34.7,4,105,63,2215,14.9,81,US,-0.602536019773342,-0.070306821628152
347,ford escort 4w,34.4,4,98,65,2045,16.2,81,US,-0.789086052814625,-0.319044239257767
348,ford escort 2h,29.9,4,98,65,2380,20.7,81,US,-0.673128109608017,-0.13134508832114
349,volkswagen jetta,33,4,105,74,2190,14.2,81,Europe,-0.637392845588293,-0.061015991425818
350,renault 18i,34.5,4,100,57,2320,15.8,81,Europe,-0.644506153863658,-0.04396254557924
351,honda prelude,33.7,4,107,75,2210,14.4,81,Japan,-0.724246658168513,-0.199344923169739
352,toyota corolla,32.4,4,108,75,2350,16.8,81,Japan,-0.744909543891146,-0.500387378184464
353,datsun 200sx,32.9,4,119,100,2615,14.8,81,Japan,-0.486402547210836,-0.47785868318769
354,mazda 626,31.6,4,120,74,2635,18.3,81,Japan,-0.438146808135594,-0.041035599268271
355,peugeot 505s turbo diesel,28.1,4,141,80,3230,20.4,81,Europe,-0.337187407223925,-0.273290490416956
356,volvo diesel,30.7,6,145,76,3160,19.6,81,Europe,-0.341793775165863,-0.402467113038091
357,toyota cressida,25.4,6,168,116,2900,12.6,81,Japan,-0.039308009074355,-0.21408622614711
358,datsun 810 maxima,24.2,6,146,120,2930,13.8,81,Japan,-0.177559760727403,-0.180603017369799
359,buick century,22.4,6,231,110,3415,15.8,81,US,0.030223858722429,-0.226388167680136
360,oldsmobile cutlass ls,26.6,8,350,105,3725,19,81,US,0.292623863025723,-0.642537814446107
361,ford granada gl,20.2,6,200,88,3060,17.1,81,US,-0.011018533326851,-0.434669872172867
362,chrysler lebaron salon,17.6,6,225,85,3465,16.6,81,US,0.055763383655726,-0.222433897346441
363,chevrolet cavalier,28,4,112,88,2605,19.6,82,US,-0.693383019524355,-0.466075772370727
364,chevrolet cavalier wagon,27,4,112,88,2640,18.6,82,US,-0.643458601204823,-0.184707155475113
365,chevrolet cavalier 2-door,34,4,112,88,2395,18,82,US,-0.525757268083672,-0.208639080878618
366,pontiac j2000 se hatchback,31,4,112,85,2575,16.2,82,US,-0.609219935773538,-0.120626701057023
367,dodge aries se,29,4,135,84,2525,16,82,US,-0.446703165968376,-0.470945453860793
368,pontiac phoenix,27,4,151,90,2735,18,82,US,-0.553530391417537,-0.215795164152146
369,ford fairmont futura,24,4,140,92,2865,16.4,82,US,-0.323844316281144,-0.413219968262399
370,amc concord dl,23,4,151,88,3035,20.5,82,US,-0.437985133234864,-0.220285967064974
371,volkswagen rabbit l,36,4,105,74,1980,15.3,82,Europe,-0.738720780835754,-0.128981881881729
372,mazda glc custom l,37,4,91,68,2025,18.2,82,Japan,-0.695547798151418,-0.555649515415479
373,mazda glc custom,31,4,91,68,1970,17.6,82,Japan,-0.59610763713816,-0.105602011739
374,plymouth horizon miser,38,4,105,63,2125,14.7,82,US,-0.567355337597274,-0.314227451287797
375,mercury lynx l,36,4,98,70,2125,17.3,82,US,-0.616806013997012,-0.343812736132722
376,nissan stanza xe,36,4,120,88,2160,14.5,82,Japan,-0.538062377262209,-0.438766592660613
377,honda accord,36,4,107,75,2205,14.5,82,Japan,-0.58254537030771,-0.341564975674139
378,toyota corolla,34,4,108,70,2245,16.9,82,Japan,-0.657696490772122,-0.186241532509958
379,honda civic,38,4,91,67,1965,15,82,Japan,-0.658680760867078,-0.114898435862997
380,honda civic (auto),32,4,91,67,1965,15.7,82,Japan,-0.765863860623899,-0.298535307476999
381,datsun 310 gx,38,4,91,67,1995,16.2,82,Japan,-0.663909238009262,-0.553945166013387
382,buick century limited,25,6,181,110,2945,16.4,82,US,-0.093627895996457,-0.593602477365329
383,oldsmobile cutlass ciera (diesel),38,6,262,85,3015,17,82,US,-0.026976390019657,-0.574559778559737
384,chrysler lebaron medallion,26,4,156,92,2585,14.5,82,US,-0.451453239832964,-0.503974054197986
385,ford granada l,22,6,232,112,2835,14.7,82,US,-0.01268868989452,-0.262759896549649
386,toyota celica gt,32,4,144,96,2665,13.9,82,Japan,-0.5111809715964,-0.543790807061148
387,dodge charger 2.2,36,4,135,84,2370,13,82,US,-0.661388838077061,-0.197904695439277
388,chevrolet camaro,27,4,151,90,2950,17.3,82,US,-0.445879039033587,-0.55683320884763
389,ford mustang gl,27,4,140,86,2790,15.6,82,US,-0.321656749740415,-0.206150143320109
390,vw pickup,44,4,97,52,2130,24.6,82,Europe,-0.729399245649112,-0.227398399424277
391,dodge rampage,32,4,135,84,2295,11.6,82,US,-0.411773274375628,-0.554402717822779
392,ford ranger,28,4,120,79,2625,18.6,82,US,-0.55007123161471,-0.483661499486543
393,chevy s-10,31,4,119,82,2720,19.4,82,US,-0.515954340266552,-0.194967318195133
